year_month,state_clean,district_clean,bio_age_5_17,bio_age_17_,biometric_updates,demo_age_5_17,demo_age_17_,demographic_updates,age_0_5,age_5_17,age_18_greater,enrolments,total_activity,mean_activity_x,std_activity_x,stress_signal,mean_activity_y,std_activity_y,mean_activity,std_activity
2025-03,andhra pradesh,east godavari,18286.0,11512.0,29798.0,2316.0,26071.0,28387.0,0.0,0.0,0.0,0.0,58185.0,36835.555555555555,16083.902838794376,1.3273795955139434,36835.555555555555,16083.902838794376,36835.555555555555,16083.902838794376
2025-03,andhra pradesh,eluru,171.0,308.0,479.0,201.0,1854.0,2055.0,0.0,0.0,0.0,0.0,2534.0,1791.5555555555557,937.844751426257,0.7916496235814601,1791.5555555555557,937.844751426257,1791.5555555555557,937.844751426257
2025-03,andhra pradesh,guntur,19655.0,11604.0,31259.0,2127.0,29132.0,31259.0,0.0,0.0,0.0,0.0,62518.0,38544.555555555555,17651.968028460105,1.3581173728500007,38544.555555555555,17651.968028460105,38544.555555555555,17651.968028460105
2025-03,andhra pradesh,hyderabad,2070.0,9936.0,12006.0,525.0,4500.0,5025.0,0.0,0.0,0.0,0.0,17031.0,12120.444444444445,4099.353214566632,1.1978854464422333,12120.444444444445,4099.353214566632,12120.444444444445,4099.353214566632
2025-03,andhra pradesh,kakinada,203.0,317.0,520.0,515.0,4023.0,4538.0,0.0,0.0,0.0,0.0,5058.0,2868.1111111111113,1398.6222188679512,1.5657472470739031,2868.1111111111113,1398.6222188679512,2868.1111111111113,1398.6222188679512
2025-03,andhra pradesh,karimnagar,295.0,1267.0,1562.0,69.0,554.0,623.0,0.0,0.0,0.0,0.0,2185.0,2285.3333333333335,1253.9004147060484,-0.08001698712002947,2285.3333333333335,1253.9004147060484,2285.3333333333335,1253.9004147060484
2025-03,andhra pradesh,khammam,1070.0,2855.0,3925.0,332.0,3825.0,4157.0,0.0,0.0,0.0,0.0,8082.0,5510.777777777777,2236.8194371572426,1.1494992306978384,5510.777777777777,2236.8194371572426,5510.777777777777,2236.8194371572426
2025-03,andhra pradesh,krishna,16816.0,9887.0,26703.0,1254.0,15891.0,17145.0,0.0,0.0,0.0,0.0,43848.0,28768.444444444445,11537.706109872004,1.3069803834449414,28768.444444444445,11537.706109872004,28768.444444444445,11537.706109872004
2025-03,andhra pradesh,kurnool,27662.0,10576.0,38238.0,2656.0,23564.0,26220.0,0.0,0.0,0.0,0.0,64458.0,44565.22222222222,21979.050518492477,0.905079032465057,44565.22222222222,21979.050518492477,44565.22222222222,21979.050518492477
2025-03,andhra pradesh,kv rangareddy,11.0,6.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,58.166666666666664,33.42703496672516,-1.2315380860924667,58.166666666666664,33.42703496672516,58.166666666666664,33.42703496672516
2025-03,andhra pradesh,mahabub nagar,45.0,269.0,314.0,13.0,92.0,105.0,0.0,0.0,0.0,0.0,419.0,1708.3333333333333,2035.3692539684291,-0.6334640905179617,1708.3333333333333,2035.3692539684291,1708.3333333333333,2035.3692539684291
2025-03,andhra pradesh,mahbubnagar,274.0,1114.0,1388.0,145.0,965.0,1110.0,0.0,0.0,0.0,0.0,2498.0,1839.6666666666667,957.498433419084,0.6875555200466733,1839.6666666666667,957.498433419084,1839.6666666666667,957.498433419084
2025-03,andhra pradesh,medak,421.0,1488.0,1909.0,164.0,1031.0,1195.0,0.0,0.0,0.0,0.0,3104.0,2730.777777777778,1317.4339431047176,0.28329482793093347,2730.777777777778,1317.4339431047176,2730.777777777778,1317.4339431047176
2025-03,andhra pradesh,n t r,380.0,740.0,1120.0,548.0,4869.0,5417.0,0.0,0.0,0.0,0.0,6537.0,3631.1111111111113,1719.7348955903383,1.6897307232295102,3631.1111111111113,1719.7348955903383,3631.1111111111113,1719.7348955903383
2025-03,andhra pradesh,nalgonda,292.0,1601.0,1893.0,100.0,1516.0,1616.0,0.0,0.0,0.0,0.0,3509.0,4317.333333333333,2491.6595373365117,-0.32441564395969213,4317.333333333333,2491.6595373365117,4317.333333333333,2491.6595373365117
2025-03,andhra pradesh,nandyal,283.0,280.0,563.0,301.0,1813.0,2114.0,0.0,0.0,0.0,0.0,2677.0,2775.222222222222,1429.4374573392306,-0.06871389980576975,2775.222222222222,1429.4374573392306,2775.222222222222,1429.4374573392306
2025-03,andhra pradesh,nellore,5113.0,6240.0,11353.0,659.0,11128.0,11787.0,0.0,0.0,0.0,0.0,23140.0,18952.444444444445,7455.681711136667,0.5616596466692695,18952.444444444445,7455.681711136667,18952.444444444445,7455.681711136667
2025-03,andhra pradesh,nizamabad,233.0,677.0,910.0,36.0,292.0,328.0,0.0,0.0,0.0,0.0,1238.0,1263.7777777777778,544.2271533509188,-0.04736584277182558,1263.7777777777778,544.2271533509188,1263.7777777777778,544.2271533509188
2025-03,andhra pradesh,palnadu,293.0,311.0,604.0,246.0,2119.0,2365.0,0.0,0.0,0.0,0.0,2969.0,2573.5555555555557,1474.8243209880213,0.2681298638874672,2573.5555555555557,1474.8243209880213,2573.5555555555557,1474.8243209880213
2025-03,andhra pradesh,parvathipuram manyam,362.0,487.0,849.0,152.0,1276.0,1428.0,0.0,0.0,0.0,0.0,2277.0,1593.7777777777778,611.680426729877,1.116959432353945,1593.7777777777778,611.680426729877,1593.7777777777778,611.680426729877
2025-03,andhra pradesh,prakasam,11991.0,7242.0,19233.0,1502.0,19505.0,21007.0,0.0,0.0,0.0,0.0,40240.0,27702.0,11127.363883687816,1.1267718150549664,27702.0,11127.363883687816,27702.0,11127.363883687816
2025-03,andhra pradesh,rangareddy,1114.0,5136.0,6250.0,368.0,2378.0,2746.0,0.0,0.0,0.0,0.0,8996.0,6435.111111111111,2209.3361245204655,1.1591214485051373,6435.111111111111,2209.3361245204655,6435.111111111111,2209.3361245204655
2025-03,andhra pradesh,spsr nellore,0.0,0.0,0.0,0.0,0.0,0.0,43.0,44.0,29.0,116.0,116.0,727.6666666666666,616.0457234112848,-0.9928916692735571,727.6666666666666,616.0457234112848,727.6666666666666,616.0457234112848
2025-03,andhra pradesh,sri potti sriramulu nellore,110.0,172.0,282.0,277.0,2033.0,2310.0,0.0,0.0,0.0,0.0,2592.0,2374.222222222222,1212.9826645275868,0.17953906856747573,2374.222222222222,1212.9826645275868,2374.222222222222,1212.9826645275868
2025-03,andhra pradesh,sri sathya sai,738.0,463.0,1201.0,428.0,1917.0,2345.0,0.0,0.0,0.0,0.0,3546.0,2373.1111111111113,1094.592669037716,1.071530005696096,2373.1111111111113,1094.592669037716,2373.1111111111113,1094.592669037716
2025-03,andhra pradesh,srikakulam,22984.0,6997.0,29981.0,3487.0,25120.0,28607.0,0.0,0.0,0.0,0.0,58588.0,26673.0,15717.209628302347,2.030576721616661,26673.0,15717.209628302347,26673.0,15717.209628302347
2025-03,andhra pradesh,tirupati,268.0,382.0,650.0,395.0,3525.0,3920.0,0.0,0.0,0.0,0.0,4570.0,3147.6666666666665,1474.2467568219374,0.9647864760438648,3147.6666666666665,1474.2467568219374,3147.6666666666665,1474.2467568219374
2025-03,andhra pradesh,visakhapatnam,21850.0,15143.0,36993.0,2411.0,28109.0,30520.0,0.0,0.0,0.0,0.0,67513.0,40036.77777777778,19900.04602242026,1.3807114913838041,40036.77777777778,19900.04602242026,40036.77777777778,19900.04602242026
2025-03,andhra pradesh,vizianagaram,11966.0,6473.0,18439.0,1643.0,15946.0,17589.0,0.0,0.0,0.0,0.0,36028.0,19874.11111111111,9577.265912624076,1.6866910699008548,19874.11111111111,9577.265912624076,19874.11111111111,9577.265912624076
2025-03,andhra pradesh,warangal,1215.0,4034.0,5249.0,507.0,4195.0,4702.0,0.0,0.0,0.0,0.0,9951.0,6677.444444444444,2661.754173055389,1.2298489427360937,6677.444444444444,2661.754173055389,6677.444444444444,2661.754173055389
2025-03,andhra pradesh,west godavari,15662.0,9674.0,25336.0,1521.0,19576.0,21097.0,0.0,0.0,0.0,0.0,46433.0,28363.222222222223,12089.932162524503,1.4946136615877108,28363.222222222223,12089.932162524503,28363.222222222223,12089.932162524503
2025-03,andhra pradesh,y s r,259.0,301.0,560.0,221.0,1533.0,1754.0,0.0,0.0,0.0,0.0,2314.0,2538.6666666666665,1022.787123501269,-0.21966121933327973,2538.6666666666665,1022.787123501269,2538.6666666666665,1022.787123501269
2025-03,arunachal pradesh,anjaw,55.0,79.0,134.0,12.0,105.0,117.0,0.0,0.0,0.0,0.0,251.0,165.66666666666666,71.86271634164687,1.1874493155483437,165.66666666666666,71.86271634164687,165.66666666666666,71.86271634164687
2025-03,arunachal pradesh,changlang,483.0,339.0,822.0,61.0,919.0,980.0,0.0,0.0,0.0,0.0,1802.0,1253.7777777777778,943.4435300771555,0.5810864187890378,1253.7777777777778,943.4435300771555,1253.7777777777778,943.4435300771555
2025-03,arunachal pradesh,dibang valley,15.0,41.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,55.111111111111114,54.07967373340108,0.01643665406102263,55.111111111111114,54.07967373340108,55.111111111111114,54.07967373340108
2025-03,arunachal pradesh,east kameng,189.0,244.0,433.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433.0,512.0,276.981948870319,-0.2852171425690533,512.0,276.981948870319,512.0,276.981948870319
2025-03,arunachal pradesh,east siang,134.0,131.0,265.0,19.0,151.0,170.0,0.0,0.0,0.0,0.0,435.0,432.77777777777777,229.51131659341863,0.009682408062513602,432.77777777777777,229.51131659341863,432.77777777777777,229.51131659341863
2025-03,arunachal pradesh,kra daadi,75.0,122.0,197.0,26.0,105.0,131.0,0.0,0.0,0.0,0.0,328.0,166.11111111111111,83.19772299234583,1.9458331678594452,166.11111111111111,83.19772299234583,166.11111111111111,83.19772299234583
2025-03,arunachal pradesh,kurung kumey,93.0,536.0,629.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,629.0,361.6666666666667,192.12170621769943,1.3914790712425233,361.6666666666667,192.12170621769943,361.6666666666667,192.12170621769943
2025-03,arunachal pradesh,lohit,100.0,364.0,464.0,30.0,234.0,264.0,0.0,0.0,0.0,0.0,728.0,486.0,201.03295749702335,1.203782718082846,486.0,201.03295749702335,486.0,201.03295749702335
2025-03,arunachal pradesh,longding,133.0,129.0,262.0,45.0,285.0,330.0,0.0,0.0,0.0,0.0,592.0,446.55555555555554,258.46765325235145,0.5627181684604909,446.55555555555554,258.46765325235145,446.55555555555554,258.46765325235145
2025-03,arunachal pradesh,lower dibang valley,80.0,117.0,197.0,36.0,249.0,285.0,0.0,0.0,0.0,0.0,482.0,274.6666666666667,114.74210212472143,1.8069508009184618,274.6666666666667,114.74210212472143,274.6666666666667,114.74210212472143
2025-03,arunachal pradesh,lower siang,26.0,12.0,38.0,11.0,33.0,44.0,0.0,0.0,0.0,0.0,82.0,76.0,65.14905985507389,0.09209649399925628,76.0,65.14905985507389,76.0,65.14905985507389
2025-03,arunachal pradesh,lower subansiri,81.0,128.0,209.0,41.0,280.0,321.0,0.0,0.0,0.0,0.0,530.0,351.6666666666667,141.7577158393856,1.2580150031155173,351.6666666666667,141.7577158393856,351.6666666666667,141.7577158393856
2025-03,arunachal pradesh,namsai,213.0,274.0,487.0,50.0,553.0,603.0,0.0,0.0,0.0,0.0,1090.0,744.7777777777778,283.20477475573114,1.2189844698769012,744.7777777777778,283.20477475573114,744.7777777777778,283.20477475573114
2025-03,arunachal pradesh,pakke kessang,12.0,6.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,15.116216457830975,0.0,18.0,15.116216457830975,18.0,15.116216457830975
2025-03,arunachal pradesh,papum pare,345.0,717.0,1062.0,126.0,962.0,1088.0,0.0,0.0,0.0,0.0,2150.0,1187.2222222222222,496.8293916873724,1.9378438431508926,1187.2222222222222,496.8293916873724,1187.2222222222222,496.8293916873724
2025-03,arunachal pradesh,shiyomi,14.0,12.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,67.77777777777777,87.19773187672054,-0.47911541824095677,67.77777777777777,87.19773187672054,67.77777777777777,87.19773187672054
2025-03,arunachal pradesh,siang,54.0,63.0,117.0,25.0,159.0,184.0,0.0,0.0,0.0,0.0,301.0,172.88888888888889,75.09235054991362,1.7060474225794293,172.88888888888889,75.09235054991362,172.88888888888889,75.09235054991362
2025-03,arunachal pradesh,tawang,120.0,78.0,198.0,27.0,117.0,144.0,0.0,0.0,0.0,0.0,342.0,267.22222222222223,95.65272836905619,0.7817631452106963,267.22222222222223,95.65272836905619,267.22222222222223,95.65272836905619
2025-03,arunachal pradesh,tirap,61.0,41.0,102.0,18.0,235.0,253.0,0.0,0.0,0.0,0.0,355.0,230.11111111111111,88.01767499264629,1.4189069286290863,230.11111111111111,88.01767499264629,230.11111111111111,88.01767499264629
2025-03,arunachal pradesh,upper siang,53.0,72.0,125.0,12.0,40.0,52.0,0.0,0.0,0.0,0.0,177.0,220.11111111111111,123.061411949933,-0.35032192811708257,220.11111111111111,123.061411949933,220.11111111111111,123.061411949933
2025-03,arunachal pradesh,upper subansiri,217.0,342.0,559.0,53.0,285.0,338.0,0.0,0.0,0.0,0.0,897.0,489.3333333333333,221.14418373540823,1.8434428605837831,489.3333333333333,221.14418373540823,489.3333333333333,221.14418373540823
2025-03,arunachal pradesh,west kameng,188.0,425.0,613.0,25.0,116.0,141.0,0.0,0.0,0.0,0.0,754.0,694.4444444444445,246.81982857497042,0.24129161704472138,694.4444444444445,246.81982857497042,694.4444444444445,246.81982857497042
2025-03,arunachal pradesh,west siang,212.0,175.0,387.0,60.0,660.0,720.0,0.0,0.0,0.0,0.0,1107.0,640.8888888888889,399.77757704892747,1.1659260995872844,640.8888888888889,399.77757704892747,640.8888888888889,399.77757704892747
2025-03,assam,baksa,1333.0,527.0,1860.0,263.0,2996.0,3259.0,11.0,14.0,13.0,38.0,5157.0,2815.4444444444443,1496.8712462258663,1.5642999098682886,2815.4444444444443,1496.8712462258663,2815.4444444444443,1496.8712462258663
2025-03,assam,barpeta,8751.0,2053.0,10804.0,728.0,7991.0,8719.0,24.0,34.0,10.0,68.0,19591.0,13046.222222222223,4562.4781582430005,1.434478708890555,13046.222222222223,4562.4781582430005,13046.222222222223,4562.4781582430005
2025-03,assam,biswanath,524.0,317.0,841.0,130.0,1559.0,1689.0,0.0,0.0,0.0,0.0,2530.0,1584.2222222222222,745.7013104752093,1.2683064445401964,1584.2222222222222,745.7013104752093,1584.2222222222222,745.7013104752093
2025-03,assam,bongaigaon,3011.0,1170.0,4181.0,409.0,4990.0,5399.0,25.0,33.0,31.0,89.0,9669.0,5648.222222222223,2608.0355527569873,1.5416882540298817,5648.222222222223,2608.0355527569873,5648.222222222223,2608.0355527569873
2025-03,assam,cachar,1988.0,2199.0,4187.0,863.0,7124.0,7987.0,0.0,0.0,0.0,0.0,12174.0,10706.666666666666,4266.485116580157,0.3439208841092804,10706.666666666666,4266.485116580157,10706.666666666666,4266.485116580157
2025-03,assam,charaideo,415.0,202.0,617.0,123.0,1728.0,1851.0,0.0,0.0,0.0,0.0,2468.0,1483.4444444444443,819.5604174054392,1.2013215068053889,1483.4444444444443,819.5604174054392,1483.4444444444443,819.5604174054392
2025-03,assam,chirang,1611.0,679.0,2290.0,152.0,1421.0,1573.0,12.0,29.0,15.0,56.0,3919.0,3366.3333333333335,1215.6616511184352,0.454622111471725,3366.3333333333335,1215.6616511184352,3366.3333333333335,1215.6616511184352
2025-03,assam,darrang,663.0,942.0,1605.0,447.0,3936.0,4383.0,0.0,0.0,0.0,0.0,5988.0,4627.333333333333,2079.7024426585645,0.654260262793784,4627.333333333333,2079.7024426585645,4627.333333333333,2079.7024426585645
2025-03,assam,dhemaji,1622.0,834.0,2456.0,333.0,3740.0,4073.0,20.0,46.0,19.0,85.0,6614.0,3726.0,1641.957749151908,1.75887595249737,3726.0,1641.957749151908,3726.0,1641.957749151908
2025-03,assam,dhubri,6765.0,1655.0,8420.0,849.0,8472.0,9321.0,89.0,229.0,98.0,416.0,18157.0,11162.333333333334,5655.610378199687,1.2367660073665172,11162.333333333334,5655.610378199687,11162.333333333334,5655.610378199687
2025-03,assam,dibrugarh,1444.0,2315.0,3759.0,305.0,4952.0,5257.0,10.0,12.0,14.0,36.0,9052.0,4914.222222222223,2278.5009204396747,1.8160088243367154,4914.222222222223,2278.5009204396747,4914.222222222223,2278.5009204396747
2025-03,assam,goalpara,715.0,734.0,1449.0,589.0,4938.0,5527.0,0.0,0.0,0.0,0.0,6976.0,5581.222222222223,2808.8873588032047,0.4965588147942168,5581.222222222223,2808.8873588032047,5581.222222222223,2808.8873588032047
2025-03,assam,golaghat,704.0,704.0,1408.0,516.0,7188.0,7704.0,0.0,0.0,0.0,0.0,9112.0,4734.222222222223,2263.8451127328576,1.933779724220193,4734.222222222223,2263.8451127328576,4734.222222222223,2263.8451127328576
2025-03,assam,hailakandi,355.0,439.0,794.0,171.0,1424.0,1595.0,0.0,0.0,0.0,0.0,2389.0,3507.8888888888887,1857.1182275534077,-0.6024866227084141,3507.8888888888887,1857.1182275534077,3507.8888888888887,1857.1182275534077
2025-03,assam,hojai,1585.0,1239.0,2824.0,263.0,2672.0,2935.0,27.0,42.0,20.0,89.0,5848.0,4616.111111111111,2093.3511079393993,0.5884769565013414,4616.111111111111,2093.3511079393993,4616.111111111111,2093.3511079393993
2025-03,assam,jorhat,867.0,571.0,1438.0,218.0,3474.0,3692.0,0.0,0.0,0.0,0.0,5130.0,2876.1111111111113,1439.004903087933,1.5662829807266896,2876.1111111111113,1439.004903087933,2876.1111111111113,1439.004903087933
2025-03,assam,kamrup,2602.0,1197.0,3799.0,249.0,4091.0,4340.0,13.0,20.0,13.0,46.0,8185.0,7683.222222222223,3060.5128972844477,0.16395218534220132,7683.222222222223,3060.5128972844477,7683.222222222223,3060.5128972844477
2025-03,assam,kamrup metro,1936.0,1525.0,3461.0,399.0,3743.0,4142.0,0.0,0.0,0.0,0.0,7603.0,4543.222222222223,2032.7839148430028,1.505215461139701,4543.222222222223,2032.7839148430028,4543.222222222223,2032.7839148430028
2025-03,assam,karbi anglong,1984.0,1047.0,3031.0,590.0,5224.0,5814.0,0.0,0.0,0.0,0.0,8845.0,5786.222222222223,2918.6651819700805,1.0480057105122011,5786.222222222223,2918.6651819700805,5786.222222222223,2918.6651819700805
2025-03,assam,karimganj,963.0,859.0,1822.0,363.0,3536.0,3899.0,0.0,0.0,0.0,0.0,5721.0,6405.333333333333,3695.2653490649354,-0.18519193310610277,6405.333333333333,3695.2653490649354,6405.333333333333,3695.2653490649354
2025-03,assam,kokrajhar,3407.0,873.0,4280.0,408.0,2474.0,2882.0,91.0,169.0,80.0,340.0,7502.0,4328.222222222223,1933.5956000271733,1.6413865328061232,4328.222222222223,1933.5956000271733,4328.222222222223,1933.5956000271733
2025-03,assam,lakhimpur,1470.0,1353.0,2823.0,423.0,6916.0,7339.0,25.0,34.0,42.0,101.0,10263.0,5285.555555555556,2888.288511866115,1.723319683610323,5285.555555555556,2888.288511866115,5285.555555555556,2888.288511866115
2025-03,assam,majuli,343.0,101.0,444.0,55.0,569.0,624.0,0.0,0.0,0.0,0.0,1068.0,563.6666666666666,291.84884786478085,1.7280634719757422,563.6666666666666,291.84884786478085,563.6666666666666,291.84884786478085
2025-03,assam,marigaon,2305.0,1218.0,3523.0,782.0,6116.0,6898.0,117.0,184.0,245.0,546.0,10967.0,6576.444444444444,3314.6975771218977,1.324571986856131,6576.444444444444,3314.6975771218977,6576.444444444444,3314.6975771218977
2025-03,assam,nagaon,3208.0,5081.0,8289.0,1012.0,13507.0,14519.0,19.0,15.0,22.0,56.0,22864.0,16308.888888888889,7372.606263127789,0.8891172100014114,16308.888888888889,7372.606263127789,16308.888888888889,7372.606263127789
2025-03,assam,nalbari,2028.0,335.0,2363.0,285.0,2620.0,2905.0,0.0,0.0,0.0,0.0,5268.0,3202.222222222222,2154.5439643795726,0.9588004756137078,3202.222222222222,2154.5439643795726,3202.222222222222,2154.5439643795726
2025-03,assam,north cachar hills,79.0,104.0,183.0,59.0,550.0,609.0,0.0,0.0,0.0,0.0,792.0,656.4444444444445,347.3769966157485,0.3902260566363883,656.4444444444445,347.3769966157485,656.4444444444445,347.3769966157485
2025-03,assam,sibsagar,801.0,310.0,1111.0,124.0,1180.0,1304.0,0.0,0.0,0.0,0.0,2415.0,1966.2222222222222,909.3735175627475,0.4935021408810839,1966.2222222222222,909.3735175627475,1966.2222222222222,909.3735175627475
2025-03,assam,sonitpur,1830.0,1158.0,2988.0,510.0,6040.0,6550.0,10.0,28.0,43.0,81.0,9619.0,5763.777777777777,2911.4476114889044,1.3241599151600998,5763.777777777777,2911.4476114889044,5763.777777777777,2911.4476114889044
2025-03,assam,south salmara mankachar,249.0,133.0,382.0,197.0,3153.0,3350.0,0.0,0.0,0.0,0.0,3732.0,1870.3333333333333,1469.50646476972,1.2668652444195954,1870.3333333333333,1469.50646476972,1870.3333333333333,1469.50646476972
2025-03,assam,tinsukia,1135.0,846.0,1981.0,352.0,5451.0,5803.0,84.0,170.0,101.0,355.0,8139.0,4545.222222222223,2144.47206660391,1.675833336206173,4545.222222222223,2144.47206660391,4545.222222222223,2144.47206660391
2025-03,assam,udalguri,2332.0,951.0,3283.0,245.0,3218.0,3463.0,10.0,46.0,34.0,90.0,6836.0,3404.8888888888887,1841.3568668541986,1.8633602062010242,3404.8888888888887,1841.3568668541986,3404.8888888888887,1841.3568668541986
2025-03,assam,west karbi anglong,76.0,159.0,235.0,43.0,235.0,278.0,0.0,0.0,0.0,0.0,513.0,561.1111111111111,219.58793480314694,-0.21909724299853292,561.1111111111111,219.58793480314694,561.1111111111111,219.58793480314694
2025-03,bihar,araria,13043.0,13990.0,27033.0,2306.0,27289.0,29595.0,0.0,0.0,0.0,0.0,56628.0,26408.11111111111,14409.038642848838,2.097286962575184,26408.11111111111,14409.038642848838,26408.11111111111,14409.038642848838
2025-03,bihar,arwal,1438.0,3294.0,4732.0,481.0,5234.0,5715.0,0.0,0.0,0.0,0.0,10447.0,5077.444444444444,2612.825965841923,2.0550758549375256,5077.444444444444,2612.825965841923,5077.444444444444,2612.825965841923
2025-03,bihar,aurangabad,6082.0,7741.0,13823.0,1900.0,16108.0,18008.0,0.0,0.0,0.0,0.0,31831.0,16355.0,8260.693221515976,1.8734505186188108,16355.0,8260.693221515976,16355.0,8260.693221515976
2025-03,bihar,banka,6904.0,7892.0,14796.0,1193.0,13158.0,14351.0,0.0,0.0,0.0,0.0,29147.0,16093.0,6969.130182454623,1.8731175423964033,16093.0,6969.130182454623,16093.0,6969.130182454623
2025-03,bihar,begusarai,13077.0,12307.0,25384.0,3139.0,24478.0,27617.0,0.0,0.0,0.0,0.0,53001.0,23895.11111111111,13486.530516078297,2.158145036204055,23895.11111111111,13486.530516078297,23895.11111111111,13486.530516078297
2025-03,bihar,bhagalpur,13344.0,11954.0,25298.0,3046.0,23184.0,26230.0,13.0,40.0,18.0,71.0,51599.0,25172.11111111111,12459.869496150877,2.120960327638482,25172.11111111111,12459.869496150877,25172.11111111111,12459.869496150877
2025-03,bihar,bhojpur,5124.0,12146.0,17270.0,1717.0,18812.0,20529.0,0.0,0.0,0.0,0.0,37799.0,19166.333333333332,12752.056961525854,1.4611498931414095,19166.333333333332,12752.056961525854,19166.333333333332,12752.056961525854
2025-03,bihar,buxar,3200.0,5001.0,8201.0,1097.0,12077.0,13174.0,0.0,0.0,0.0,0.0,21375.0,10389.444444444445,5271.216513080996,2.0840645661763113,10389.444444444445,5271.216513080996,10389.444444444445,5271.216513080996
2025-03,bihar,darbhanga,13331.0,17721.0,31052.0,2166.0,23686.0,25852.0,0.0,0.0,0.0,0.0,56904.0,31291.333333333332,13420.1378532413,1.9085248562093247,31291.333333333332,13420.1378532413,31291.333333333332,13420.1378532413
